waktu,id,username,teks
2021-10-10 16:16:07,1447234499268399110,🅹🅾🆂🆂van🅱🆄🅲🅷🅰🅽,"b'Namun, Jokowi bertindak lebih awal dan tegas untuk mengamankan 175 juta dosis vaksin untuk populasi 270 juta. Banya\xe2\x80\xa6 https://t.co/up3OajEEMb'"
2021-10-10 16:14:58,1447234210054303744,Della Azri,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 16:10:18,1447233034797793281,Name cannot be blank,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 16:08:31,1447232584828669961,Eddy William,"b'RT @detikHealth: Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa terbukt\xe2\x80\xa6'"
2021-10-10 16:03:29,1447231318949990404,feet3,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 16:00:07,1447230473042731015,yosyos,"b'asline aku ki ultramen, tapi bar vaksin sinovac kekuatanku ilang'"
2021-10-10 15:59:33,1447230329945669633,|‐|,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:57:17,1447229759742562309,CK,b'@vennysartika sinovac tuh boleh yAaAAaa'
2021-10-10 15:53:31,1447228811045576708,Aden Sumarwoto 🍥,"b'RT @detikcom: Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa terbukti p\xe2\x80\xa6'"
2021-10-10 15:50:39,1447228091990872067,Shar Scherzinger 🍁,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 15:50:01,1447227930757586958,adiba⛰🩹,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:43:50,1447226376264638464,thir🇲🇾,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:38:40,1447225073408958471,nana🇵🇸,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 15:35:57,1447224392501456902,liana🏴,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:33:55,1447223880393760774,YOWES!,"b'RT @AndreaNayla3: rasah kakean cangkem, \nasline aku ki ultramen,\n tapi bar vaksin sinovac, kekuatanku ilang\n@ultramenkosmos_ @yoweslosdol @\xe2\x80\xa6'"
2021-10-10 15:31:19,1447223222726918147,simplylifesarah❤🇲🇾🇲🇾🇲🇾🇵🇸🇵🇸🇵🇸,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:30:55,1447223124382994434,Fizul,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:30:29,1447223013204586500,white rose,"b'RT @VIVAcoid: Umrah Dibuka, Penerima Vaksin Sinovac Wajib Disuntik Booster https://t.co/oY2GDHVdoS'"
2021-10-10 15:29:50,1447222852055224321,hidayah,b'@intanraihan Hahhaha ohhh cmtuh. Selamat sinovac takde 5g. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 bkn agenda aluminati lg. Dah jd aluminium.'
2021-10-10 15:29:38,1447222800658354191,detikHealth,"b'Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa\xe2\x80\xa6 https://t.co/7LhFqCTW8E'"
2021-10-10 15:28:44,1447222573465485315,detikcom,"b'Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa\xe2\x80\xa6 https://t.co/3uXAeij9ee'"
2021-10-10 15:26:06,1447221911839150097,🔝,b'@pmbrutiketmurah Cuba check balik. Rasanya sinovac kena quarantine'
2021-10-10 15:21:05,1447220648250540038,certified lover girl ❤️‍🔥🇵🇸,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:16:54,1447219598516834304,PurwantoLGL,"b'RT @detikcom: Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa terbukti p\xe2\x80\xa6'"
2021-10-10 15:09:18,1447217682407833612,Nadiah Azman 🏴🇲🇾🇵🇸,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:09:02,1447217618742509568,hafyza,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:08:29,1447217478845624327,Caep 🇲🇾🇲🇾🇲🇾,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 15:07:09,1447217141346803712,Faisal,"b'RT @putra_samudra17: Jalan Tol Jagorawi Arah Jakarta Jenis Vaksin: Sinovac, 1.000 dosis per hari - Lokasi Registrasi &amp; Screening: Walk Thru\xe2\x80\xa6'"
2021-10-10 15:00:05,1447215362966114315,Princess Consuela Banana-Hammock,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:56:56,1447214572021043205,TBG SEM,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 14:55:20,1447214169934077956,Noor,b'Sinovac tetap kena karantina \nWell well https://t.co/A6btmmE4tY'
2021-10-10 14:54:33,1447213972256485389,𝒜𝓎𝓊𝓊 🌹,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 14:51:15,1447213141415260160,Son소니 🐻| PTD Ticket📌 SLOW,b'@myglosshoney @ditassnti sinovac menangis :)'
2021-10-10 14:49:46,1447212767006494729,4mg,"b'@Humastrobkskota Min maaf mau tanya, untuk vaksin sinovac dosis 2 di daerah pondok gede apakah ada lagi dilaksanaka\xe2\x80\xa6 https://t.co/J4rUSUPDAp'"
2021-10-10 14:46:40,1447211986081570825,Biajit Mahkota,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 14:44:43,1447211495566168075,MMF,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:43:58,1447211307971739649,Nurumairah 🇲🇾,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:42:23,1447210911853268992,Emrys,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:40:47,1447210505379074057,Patrick,b'@_strangebrew Jadi sedih ya kaum Sinovac\xf0\x9f\x98\xad'
2021-10-10 14:38:26,1447209917811617792,Abe Muse #RakyatJagaRakyat,b'Kalau nak enjoy hospitality kena fully vaccinated tapi bukan semua negara accept vaksin yang kita dapat.Macam Germa\xe2\x80\xa6 https://t.co/PZCzCGUsi7'
2021-10-10 14:36:23,1447209402042179588,Dibafiqa🇲🇾,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:28:57,1447207527448342530,chacha,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:27:57,1447207278868717569,| D|,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:23:00,1447206030320943110,bb,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:19:41,1447205199248986115,Harimauterakhir,"b'RT @detikcom: Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa terbukti p\xe2\x80\xa6'"
2021-10-10 14:19:24,1447205124837756932,⟭⟬G⁷⟬⟭,b'Wait ngapain juga gw kan sinovac \xf0\x9f\x99\x83'
2021-10-10 14:16:17,1447204340242927616,IG : TxtdariBekasi,b'RT @epinpia: Min boleh info vaksin sinovac dosis 2 daerah bekasi kota khususnya sekitar Rawalumbu? @txtdrbekasi @bekasibase'
2021-10-10 14:14:36,1447203918144892936,اننيس ✨,"b'RT @Chelong90731324: @KupuKupuTido @hazman92_ Sinovac bukan white punya, itu China punya, itu jer pasalnyer'"
2021-10-10 14:14:11,1447203811957768193,🐯,b'Malam ini dengan @kiikekk \n\xf0\x9f\x90\xa5kamu kemaren vaksin sinovac biar cepet biar bisa pulang kan?\n\xf0\x9f\x90\xa3iya\n\xf0\x9f\x90\xa5mana kok ga pulang?\xe2\x80\xa6 https://t.co/wSGQxKCPKN'
2021-10-10 14:12:49,1447203470243627011,🐳,b'ternyata klo udh lengkap sinovac dosis 1 dan 2  gaboleh minta divaksin moderna klo bukan nakes :('
2021-10-10 14:10:02,1447202769580871680,epin,b'Min boleh info vaksin sinovac dosis 2 daerah bekasi kota khususnya sekitar Rawalumbu? @txtdrbekasi @bekasibase'
2021-10-10 14:10:00,1447202761242599426,BASE JEMBER,b'/jbrfess/ info  vaksin dosis 2 sinovac dongg'
2021-10-10 14:08:46,1447202450440478720,Puskesmas Kecamatan Taman Sari,"b'*Sinovac*\n1. Kantor RW 02 Mabes (Lapangan UMS) (Hanya Dosis 2, Dosis 1 bumil Non DKI, Dosis 1 remaja &lt;18th Non DKI,\xe2\x80\xa6 https://t.co/DIaH8eGxL4'"
2021-10-10 14:06:49,1447201957723054085,élise,"b'anjay. abis vaksin sinovac dosis 2, ngapa ini tenggorokan malah gatel... kl sampe positif lagi sih... pen nangis aja gw'"
2021-10-10 14:04:19,1447201331941281792,🇵🇸🇲🇾 شفقه صبري,b'RT @Iefadiyana: UK tak bagi Sinovac. Tapi Switzerland boleh. So pi Switzerland la gitu \xf0\x9f\x98\x85 https://t.co/PjMXydObyY'
2021-10-10 14:03:47,1447201196507164674,😵‍💫😮‍💨😴,"b'@tanyakanrl Jurnalnya blm banyak nder, sejauh ini baru sinovac sama moderna yg aman itupun sinovac 1st 2nd, 3rd nya moderna as booster'"
2021-10-10 14:03:42,1447201173040107526,Rendi Saputra 🍥,"b'@cutty_____ Tapi belum boleh ke Eropa, yang vaksin sinovac'"
2021-10-10 14:02:08,1447200782260994055,ша,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 14:00:14,1447200304525545480,ツ,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 13:59:49,1447200196161572867,detikHealth,"b'Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa\xe2\x80\xa6 https://t.co/SlNInmPbNa'"
2021-10-10 13:58:30,1447199867793670148,Teruna Negeri (Keutuhan NKRI Kita Mesti Jaga),"b'RT @1yudhiasmara: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Bersen\xe2\x80\xa6'"
2021-10-10 13:57:04,1447199507230310402,Aria Ghora Prabono,b'Sobat sinovac mari menangis bersama\n\xe2\x80\xa6\n\xe2\x80\xa6\nKarena tetap saja tida punya uang buat ke UK https://t.co/23vPP5bVoC'
2021-10-10 13:52:23,1447198328983207943,G҉O҉J҉E҉K ҉M҉I҉L҉iT҉A҉N҉ 🏳🏳🏳,b'RT @BangNaz77: Bapak ibu yg mau vaksin Dosis pertama atau Dosis kedua di desa. \n\n- bebas domisili\n- bawa fc ktp dan kk\n- bisa untuk D2 yg A\xe2\x80\xa6'
2021-10-10 13:51:54,1447198203653210118,karen,b'@jeyYgr sinovac bkan?'
2021-10-10 13:51:16,1447198044428980228,BangNaz,b'Bapak ibu yg mau vaksin Dosis pertama atau Dosis kedua di desa. \n\n- bebas domisili\n- bawa fc ktp dan kk\n- bisa untu\xe2\x80\xa6 https://t.co/FNN4uHIV0J'
2021-10-10 13:50:14,1447197785183293443,Wnazamri,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 13:49:54,1447197702085775363,It's Me Pinky,"b'RT @detikcom: Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa terbukti p\xe2\x80\xa6'"
2021-10-10 13:46:07,1447196749265870855,Jangan maling..! :),"b'@mazingrahmat Pak dok, kl sy vax pertama pfizer, gpp kah..?\n\nTempo hari ada kedenger info (bukan medis), bahwa lbh\xe2\x80\xa6 https://t.co/MM8EuoJkDb'"
2021-10-10 13:44:52,1447196434806177794,PDI Perjuangan,b'anggota DPR RI Nasyirul Falah Amru membawa oleh-oleh 10 ribu dosis vaksin Sinovac bagi masyarakat Dapil Lamongan-Gr\xe2\x80\xa6 https://t.co/zBoOzq89LB'
2021-10-10 13:44:51,1447196430309867528,PDI Perjuangan,"b'Gus Falah Bawa Oleh-Oleh Vaksin Sinovac, Lamongan Terima 5 Ribu Dosis\n\nKab. Lamongan, Jawa Timur telah sukses memen\xe2\x80\xa6 https://t.co/rw1WhL06dj'"
2021-10-10 13:43:10,1447196006534107137,Eko Wahyuanto,"b'Riset terbaru memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa terbukti pu\xe2\x80\xa6 https://t.co/pVE20TnBOI'"
2021-10-10 13:42:04,1447195731425579008,Nurhidayat,"b'RT @K1Rakyat: Ayo kuy ah vaksin, bagi yg belom, yg jagain bapak tentara loh disini ada vaksin sinovac Astra SMA Pfizer buruan dteng aja tin\xe2\x80\xa6'"
2021-10-10 13:40:38,1447195368689582093,ㅤ ㅤㅤ ㅤ,"b'RT @detikcom: Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa terbukti p\xe2\x80\xa6'"
2021-10-10 13:39:37,1447195114263105542,Lare_Gunung,"b'RT @detikcom: Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa terbukti p\xe2\x80\xa6'"
2021-10-10 13:39:21,1447195048823726085,detikcom,"b'Riset terbaru dari Turki memaparkan perbandingan efek booster vaksin COVID-19 Pfizer dengan Sinovac. Lantas, siapa\xe2\x80\xa6 https://t.co/5MJFaoidRx'"
2021-10-10 13:38:57,1447194946776174597,Ori Gibbons,b'@KATADATAcoid Buka dulu free visa schengen tanpa karantina &amp; sinovac approve @Menlu_RI'
2021-10-10 13:34:58,1447193944144560131,✰ saa sedang sibuk,b'@Orangewoni_ kalok sinovac smaa coronavac ga ada efek sampingnya'
2021-10-10 13:30:25,1447192797706997767,🐨,"b'Sekeluarga pake vaksin sinovac, aku doang yg beda, seperti merasa terasingkan \xf0\x9f\x92\x94'"
2021-10-10 13:27:35,1447192088081141761,Yayan Yaacob 🏴,b'RT @Iefadiyana: UK tak bagi Sinovac. Tapi Switzerland boleh. So pi Switzerland la gitu \xf0\x9f\x98\x85 https://t.co/PjMXydObyY'
2021-10-10 13:26:47,1447191884862877697,Nurhidayat,"b'RT @K1Rakyat: Ayo kuy ah vaksin, bagi yg belom, yg jagain bapak tentara loh dsni ada vaksin sinovac Astra SMA Pfizer buruan dteng aja tingg\xe2\x80\xa6'"
2021-10-10 13:25:59,1447191681544048644,Nurhidayat,"b'RT @K1Rakyat: Ayo kuy ah vaksin, bagi yg belom, yg jagain bapak tentara loh disini ada vaksin sinovac Astra SMA Pfizer buruan dteng aja tin\xe2\x80\xa6'"
2021-10-10 13:24:59,1447191431374794756,Nuzul Wahyudi,"b'@diyodyna @ibalpnggbn @BadmintonTalk Ya nyatanya pemain Indonesia semua pakai sinovac, tp ga karantina 14 hari. Mun\xe2\x80\xa6 https://t.co/bwRDBfdBtn'"
2021-10-10 13:21:59,1447190674852384769,bunga dee dyna,"b'@noez_wahyudi @ibalpnggbn @BadmintonTalk Kayaknya iya gaperlu karantina, tapi tergantung vaksin yang dipake juga si\xe2\x80\xa6 https://t.co/actS2MDmJa'"
2021-10-10 13:18:01,1447189677748879360,mamazi🍃,b'RT @AllianzID: Perkumpulan Obstetri dan Ginekologi Indonesia (POGI) merekomendasikan pemberian vaksin bagi ibu hamil dan menyusui. Untuk je\xe2\x80\xa6'
2021-10-10 13:17:10,1447189464200085505,💙,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 13:16:38,1447189328438784002,sya♡⁷ JIMIN DAY 🐣,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 13:15:12,1447188969981038593,Polres Tasik Kota,"b'GERAI VAKSIN PRESISI\n\nPOLRES TASIKMALAYA KOTA\n\nHari/Tanggal : Senin, 11 Oktober 2021\nPukul : 08.00 Wib s/d selesai\xe2\x80\xa6 https://t.co/xK7lROhxDT'"
2021-10-10 13:15:06,1447188942885834769,bahan gabutmu,"b'rasah kakean cangkem, \nasline aku ki ultramen,\n tapi bar vaksin sinovac, kekuatanku ilang\n@ultramenkosmos_ @yoweslosdol @OjoKulinoMekso'"
2021-10-10 13:15:01,1447188922585399300,farrel27,"b'RT @RiantiDiani: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Bersenj\xe2\x80\xa6'"
2021-10-10 13:14:34,1447188810840752135,𝕛 𝕒 𝕝,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 13:13:11,1447188462264672257,𝙁𝙖𝙧𝙝𝙖𝙣,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 13:11:55,1447188143430508549,Siwi Mariana,"b'RT @1yudhiasmara: Para alumni Akabri angkatan 99 ini, juga menyediakan vaksin jenis Sinovac, bagi masyarakat sekitar.  #Akabri99Peduli http\xe2\x80\xa6'"
2021-10-10 13:11:38,1447188072538390533,Siwi Mariana,"b'RT @BrasDacio: Para alumni Akabri angkatan 99 ini, juga menyediakan vaksin jenis Sinovac, bagi masyarakat sekitar.  #Akabri99Peduli https:/\xe2\x80\xa6'"
2021-10-10 13:10:35,1447187807173165065,Siwi Mariana,"b'RT @azhar_annisa3: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Berse\xe2\x80\xa6'"
2021-10-10 13:09:58,1447187651707109382,Mia Khalifa,"b'RT @K1Rakyat: Ayo kuy ah vaksin, bagi yg belom, yg jagain bapak tentara loh disini ada vaksin sinovac Astra SMA Pfizer buruan dteng aja tin\xe2\x80\xa6'"
2021-10-10 13:09:19,1447187489618153479,ezzhxn,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 13:06:14,1447186712556281863,SonyKurnia,"b'RT @K1Rakyat: Ayo kuy ah vaksin, bagi yg belom, yg jagain bapak tentara loh disini ada vaksin sinovac Astra SMA Pfizer buruan dteng aja tin\xe2\x80\xa6'"
2021-10-10 13:05:56,1447186637960585217,𝑎𝑡𝑦𝑛♡,b'RT @KupuKupuTido: @hazman92_ Apa alasan bg mereka yg divaksinisasi sinovac perlu didiskriminasi sedemikian rupa. Apa salah kami \xf0\x9f\x98\x94'
2021-10-10 13:04:32,1447186284598890500,H@nifah Andini 🌼,b'RT @_ipinz89: Pemberian vaksin jenis Sinovac kepada masyarakat di Desa Sukamantri merupakan upaya #Akabri99Peduli terhadap pandemi sehingga\xe2\x80\xa6'
2021-10-10 13:03:54,1447186127580905474,Kharisma AnDini 🌻,"b'RT @RiantiDiani: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Bersenj\xe2\x80\xa6'"
2021-10-10 13:02:15,1447185711732441097,H@nifah Andini 🌼,"b'RT @RiantiDiani: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Bersenj\xe2\x80\xa6'"
2021-10-10 13:02:04,1447185664626212864,aqm,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 13:01:57,1447185633311526915,Ak🅱️ar 🇮🇩,"b'RT @RiantiDiani: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Bersenj\xe2\x80\xa6'"
2021-10-10 13:01:42,1447185570954821643,Alriana ☻ kinda ia,"b'@thevoguisy Vaksin itu harus sama, jadi kalo kamu vaksin pertamanya pake sinovac berarti vaksin keduanya juga harus pake sinovac'"
2021-10-10 13:00:47,1447185341178253320,Flightsnotfeelings,"b'RT @daduongsapie: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Bersen\xe2\x80\xa6'"
2021-10-10 13:00:44,1447185330260434944,Zulhilmi Zam Zaini,"b'RT @AfiqMahadhir: 11. QATAR\n- PCR Test Negative 72 Jam sebelum tiba\n- No Quarantine\n- Sinopharm, Sinovac, Sputnik Vaccine Perlu ambik serol\xe2\x80\xa6'"
2021-10-10 13:00:35,1447185291685421065,Flightsnotfeelings,"b'RT @RiantiDiani: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Bersenj\xe2\x80\xa6'"
2021-10-10 13:00:21,1447185231090307077,Safrinaz Safry,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 12:59:01,1447184898045857801,bunga dee dyna,b'@ibalpnggbn @BadmintonTalk Meskipun vaksinnya bukan sinovac tetep karantina 8 hari dulu ya berarti?'
2021-10-10 12:58:54,1447184868341805058,4ndini Hanif@h,"b'#Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan\xe2\x80\xa6 https://t.co/fPshYn7si6'"
2021-10-10 12:58:14,1447184698350862339,Aina 🇲🇾🏴,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
2021-10-10 12:58:10,1447184681632337928,Alriana ☻ kinda ia,"b'@thevoguisy Kalo di adek aku sih keknya gaada efeknya deh soalnya dia biasa\xc2\xb2 aja gak kayak abis di vaksin, sinovac\xe2\x80\xa6 https://t.co/QiqH9ZhCm9'"
2021-10-10 12:56:58,1447184379218829315,ßĨĶĨŃĨ ßŐŤŤŐМ,"b'RT @1yudhiasmara: Para alumni Akabri angkatan 99 ini, juga menyediakan vaksin jenis Sinovac, bagi masyarakat sekitar.  #Akabri99Peduli http\xe2\x80\xa6'"
2021-10-10 12:56:55,1447184369039249411,ßĨĶĨŃĨ ßŐŤŤŐМ,b'RT @_ipinz89: Pemberian vaksin jenis Sinovac kepada masyarakat di Desa Sukamantri merupakan upaya #Akabri99Peduli terhadap pandemi sehingga\xe2\x80\xa6'
2021-10-10 12:56:16,1447184205151047684,ßĨĶĨŃĨ ßŐŤŤŐМ,"b'RT @BrasDacio: Para alumni Akabri angkatan 99 ini, juga menyediakan vaksin jenis Sinovac, bagi masyarakat sekitar.  #Akabri99Peduli https:/\xe2\x80\xa6'"
2021-10-10 12:56:06,1447184162885029891,ßĨĶĨŃĨ ßŐŤŤŐМ,"b'RT @azhar_annisa3: #Akabri99Peduli\nKegiatan 1.000 vaksin Sinovac untuk warga Desa Sukamantri ini, bekerjasama dengan Akademi Angkatan Berse\xe2\x80\xa6'"
2021-10-10 12:55:50,1447184097894223879,Z I V.,b'@ydmilky tahap satu iya sinovac'
2021-10-10 12:55:46,1447184078856351749,Malaysian w/Hakka characteristics,"b'RT @pmbrutiketmurah: \xf0\x9f\x91\x89 Mesir\n\nPenumpang dengan vaksin lengkap iaitu Pfizer, Moderna, AstraZeneca, Sinopharm, Sinovac, Sputnik V, and Jansse\xe2\x80\xa6'"
2021-10-10 12:55:28,1447184004793307136,nurin,"b'RT @hazman92_: Siapa yang ambil Sinovac, masih dikategorikan sebagai unvaccinated daripada government UK yaa. Still kena kuarantin 10 days\xe2\x80\xa6'"
