,waktu,id,username,teks,text,WordToken,SentToken,WordLemma
895,2021-10-11 13:55:36,1447561523811926021,Sekar P,  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dongs']",['  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs'],"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dong']"
896,2021-10-11 13:52:00,1447560619331260419,surya ningsih, polres polda masij ada stok sinovac tuh beby, polres polda masij ada stok sinovac tuh beby,"['polres', 'polda', 'masij', 'ada', 'stok', 'sinovac', 'tuh', 'beby']",[' polres polda masij ada stok sinovac tuh beby'],"['polres', 'polda', 'masij', 'ada', 'stok', 'sinovac', 'tuh', 'beby']"
897,2021-10-11 13:51:32,1447560501987139584,Garpu Somay, saya 2 bulan nekad vaksin peama om nug itu juga gara2 udah mulai wfo  masuk kantor kudu scan peduxe2x80xa6 , saya 2 bulan nekad vaksin peama om nug itu juga gara2 udah mulai wfo  masuk kantor kudu scan peduxe2x80xa6 ,"['saya', '2', 'bulan', 'nekad', 'vaksin', 'peama', 'om', 'nug', 'itu', 'juga', 'gara2', 'udah', 'mulai', 'wfo', 'masuk', 'kantor', 'kudu', 'scan', 'peduxe2x80xa6']",[' saya 2 bulan nekad vaksin peama om nug itu juga gara2 udah mulai wfo  masuk kantor kudu scan peduxe2x80xa6'],"['saya', '2', 'bulan', 'nekad', 'vaksin', 'peama', 'om', 'nug', 'itu', 'juga', 'gara2', 'udah', 'mulai', 'wfo', 'masuk', 'kantor', 'kudu', 'scan', 'peduxe2x80xa6']"
898,2021-10-11 13:50:58,1447560358588141578,Faraaah FR,  mon maaf batch 1 masih sinovac pft,  mon maaf batch 1 masih sinovac pft,"['mon', 'maaf', 'batch', '1', 'masih', 'sinovac', 'pft']",['  mon maaf batch 1 masih sinovac pft'],"['mon', 'maaf', 'batch', '1', 'masih', 'sinovac', 'pft']"
899,2021-10-11 13:50:15,1447560178925146112,Yunan Alamsyah, buat kamu atau mama kamu di rs deket rumahku masih ada sinovac tapi khusus lansiaremaja kalo kamu vaksixe2x80xa6 , buat kamu atau mama kamu di rs deket rumahku masih ada sinovac tapi khusus lansiaremaja kalo kamu vaksixe2x80xa6 ,"['buat', 'kamu', 'atau', 'mama', 'kamu', 'di', 'rs', 'deket', 'rumahku', 'masih', 'ada', 'sinovac', 'tapi', 'khusus', 'lansiaremaja', 'kalo', 'kamu', 'vaksixe2x80xa6']",[' buat kamu atau mama kamu di rs deket rumahku masih ada sinovac tapi khusus lansiaremaja kalo kamu vaksixe2x80xa6'],"['buat', 'kamu', 'atau', 'mama', 'kamu', 'di', 'r', 'deket', 'rumahku', 'masih', 'ada', 'sinovac', 'tapi', 'khusus', 'lansiaremaja', 'kalo', 'kamu', 'vaksixe2x80xa6']"
900,2021-10-11 13:50:01,1447560121534468100,Esmeralda🌼,jadwal vaksin yogyakaa dosis 1 dan 2 sinovac  bulan oktober 2021 penyelenggara rsup dr sardjito yogyakaaxe2x80xa6 ,jadwal vaksin yogyakaa dosis 1 dan 2 sinovac  bulan oktober 2021 penyelenggara rsup dr sardjito yogyakaaxe2x80xa6 ,"['jadwal', 'vaksin', 'yogyakaa', 'dosis', '1', 'dan', '2', 'sinovac', 'bulan', 'oktober', '2021', 'penyelenggara', 'rsup', 'dr', 'sardjito', 'yogyakaaxe2x80xa6']",['jadwal vaksin yogyakaa dosis 1 dan 2 sinovac  bulan oktober 2021 penyelenggara rsup dr sardjito yogyakaaxe2x80xa6'],"['jadwal', 'vaksin', 'yogyakaa', 'dosis', '1', 'dan', '2', 'sinovac', 'bulan', 'oktober', '2021', 'penyelenggara', 'rsup', 'dr', 'sardjito', 'yogyakaaxe2x80xa6']"
901,2021-10-11 13:49:13,1447559917762609160,𝔸𝕓𝕚𝕕,  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dongs']",['  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs'],"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dong']"
902,2021-10-11 13:48:56,1447559846186741765,Puskesmas Kecamatan Taman Sari,vaksin sinovac lokasi  1 kantor rw 02 mabes lapangan ums hanya dosis 2 dosis 1 bumil non dki dosis 1 remajaxe2x80xa6 ,vaksin sinovac lokasi  1 kantor rw 02 mabes lapangan ums hanya dosis 2 dosis 1 bumil non dki dosis 1 remajaxe2x80xa6 ,"['vaksin', 'sinovac', 'lokasi', '1', 'kantor', 'rw', '02', 'mabes', 'lapangan', 'ums', 'hanya', 'dosis', '2', 'dosis', '1', 'bumil', 'non', 'dki', 'dosis', '1', 'remajaxe2x80xa6']",['vaksin sinovac lokasi  1 kantor rw 02 mabes lapangan ums hanya dosis 2 dosis 1 bumil non dki dosis 1 remajaxe2x80xa6'],"['vaksin', 'sinovac', 'lokasi', '1', 'kantor', 'rw', '02', 'mabes', 'lapangan', 'ums', 'hanya', 'dosis', '2', 'dosis', '1', 'bumil', 'non', 'dki', 'dosis', '1', 'remajaxe2x80xa6']"
903,2021-10-11 13:48:52,1447559830013558785,Esmeralda🌼,jadwal vaksin gratis umum di rsud depok jenis vaksin sinovac pfizer dan moderna dosis 1 dan 2 oktober 2021xe2x80xa6 ,jadwal vaksin gratis umum di rsud depok jenis vaksin sinovac pfizer dan moderna dosis 1 dan 2 oktober 2021xe2x80xa6 ,"['jadwal', 'vaksin', 'gratis', 'umum', 'di', 'rsud', 'depok', 'jenis', 'vaksin', 'sinovac', 'pfizer', 'dan', 'moderna', 'dosis', '1', 'dan', '2', 'oktober', '2021xe2x80xa6']",['jadwal vaksin gratis umum di rsud depok jenis vaksin sinovac pfizer dan moderna dosis 1 dan 2 oktober 2021xe2x80xa6'],"['jadwal', 'vaksin', 'gratis', 'umum', 'di', 'rsud', 'depok', 'jenis', 'vaksin', 'sinovac', 'pfizer', 'dan', 'moderna', 'dosis', '1', 'dan', '2', 'oktober', '2021xe2x80xa6']"
904,2021-10-11 13:47:54,1447559586911703041,dadonarie, tangsel biasanya sinovac, tangsel biasanya sinovac,"['tangsel', 'biasanya', 'sinovac']",[' tangsel biasanya sinovac'],"['tangsel', 'biasanya', 'sinovac']"
905,2021-10-11 13:47:52,1447559578988650499,Rian chandra N,  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dongs']",['  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs'],"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dong']"
906,2021-10-11 13:47:40,1447559528518590465,Esmeralda🌼,jadwal vaksin gratis cimahi jenis sinovac 14 oktober 2021 dosis 1 dan 2 di transma cimahi   xe2x80xa6 ,jadwal vaksin gratis cimahi jenis sinovac 14 oktober 2021 dosis 1 dan 2 di transma cimahi   xe2x80xa6 ,"['jadwal', 'vaksin', 'gratis', 'cimahi', 'jenis', 'sinovac', '14', 'oktober', '2021', 'dosis', '1', 'dan', '2', 'di', 'transma', 'cimahi', 'xe2x80xa6']",['jadwal vaksin gratis cimahi jenis sinovac 14 oktober 2021 dosis 1 dan 2 di transma cimahi   xe2x80xa6'],"['jadwal', 'vaksin', 'gratis', 'cimahi', 'jenis', 'sinovac', '14', 'oktober', '2021', 'dosis', '1', 'dan', '2', 'di', 'transma', 'cimahi', 'xe2x80xa6']"
907,2021-10-11 13:47:20,1447559442329858051,#KataMori,  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dongs']",['  info yang buka vaksin sinovac di jakaa dan sekitarnya dongs'],"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dong']"
908,2021-10-11 13:46:55,1447559338868965382,Beby Chaesara,info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,info yang buka vaksin sinovac di jakaa dan sekitarnya dongs,"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dongs']",['info yang buka vaksin sinovac di jakaa dan sekitarnya dongs'],"['info', 'yang', 'buka', 'vaksin', 'sinovac', 'di', 'jakaa', 'dan', 'sekitarnya', 'dong']"
909,2021-10-11 13:43:51,1447558567133802502,SekClyRestabdg,untuk pendaftaran vaksin sinovac hari selasa 12 oktober 2021 di klinik polresta bandung jlbhayangkara soreang sxe2x80xa6 ,untuk pendaftaran vaksin sinovac hari selasa 12 oktober 2021 di klinik polresta bandung jlbhayangkara soreang sxe2x80xa6 ,"['untuk', 'pendaftaran', 'vaksin', 'sinovac', 'hari', 'selasa', '12', 'oktober', '2021', 'di', 'klinik', 'polresta', 'bandung', 'jlbhayangkara', 'soreang', 'sxe2x80xa6']",['untuk pendaftaran vaksin sinovac hari selasa 12 oktober 2021 di klinik polresta bandung jlbhayangkara soreang sxe2x80xa6'],"['untuk', 'pendaftaran', 'vaksin', 'sinovac', 'hari', 'selasa', '12', 'oktober', '2021', 'di', 'klinik', 'polresta', 'bandung', 'jlbhayangkara', 'soreang', 'sxe2x80xa6']"
910,2021-10-11 13:43:01,1447558356873277444,ㅠ ㅠ,masa sinovac campur moderna gak ada yg ngaruh di badan gue ,masa sinovac campur moderna gak ada yg ngaruh di badan gue ,"['masa', 'sinovac', 'campur', 'moderna', 'gak', 'ada', 'yg', 'ngaruh', 'di', 'badan', 'gue']",['masa sinovac campur moderna gak ada yg ngaruh di badan gue'],"['masa', 'sinovac', 'campur', 'moderna', 'gak', 'ada', 'yg', 'ngaruh', 'di', 'badan', 'gue']"
911,2021-10-11 13:40:32,1447557731460653061,GIN,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']",['  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang'],"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']"
912,2021-10-11 13:38:47,1447557292337991683,Ciduk Daku, dana, dana,['dana'],[' dana'],['dana']
913,2021-10-11 13:38:45,1447557283756462081,SeputariNewsRCTI,  berikut syarat umrah dari otoritas arab saudi ,  berikut syarat umrah dari otoritas arab saudi ,"['berikut', 'syarat', 'umrah', 'dari', 'otoritas', 'arab', 'saudi']",['  berikut syarat umrah dari otoritas arab saudi'],"['berikut', 'syarat', 'umrah', 'dari', 'otoritas', 'arab', 'saudi']"
914,2021-10-11 13:38:39,1447557260218044422,Lintas_MNCTV,  berikut syarat umrah dari otoritas arab saudi ,  berikut syarat umrah dari otoritas arab saudi ,"['berikut', 'syarat', 'umrah', 'dari', 'otoritas', 'arab', 'saudi']",['  berikut syarat umrah dari otoritas arab saudi'],"['berikut', 'syarat', 'umrah', 'dari', 'otoritas', 'arab', 'saudi']"
915,2021-10-11 13:33:36,1447555987250941955,gin., kata adek gue mending pfizer soalnya dr virus yg dilemahkan tapi kalo lu ttp mau di indo mending sinovxe2x80xa6 , kata adek gue mending pfizer soalnya dr virus yg dilemahkan tapi kalo lu ttp mau di indo mending sinovxe2x80xa6 ,"['kata', 'adek', 'gue', 'mending', 'pfizer', 'soalnya', 'dr', 'virus', 'yg', 'dilemahkan', 'tapi', 'kalo', 'lu', 'ttp', 'mau', 'di', 'indo', 'mending', 'sinovxe2x80xa6']",[' kata adek gue mending pfizer soalnya dr virus yg dilemahkan tapi kalo lu ttp mau di indo mending sinovxe2x80xa6'],"['kata', 'adek', 'gue', 'mending', 'pfizer', 'soalnya', 'dr', 'virus', 'yg', 'dilemahkan', 'tapi', 'kalo', 'lu', 'ttp', 'mau', 'di', 'indo', 'mending', 'sinovxe2x80xa6']"
