,waktu,id,username,teks,text,WordToken,SentToken,WordLemma
2531,2021-10-09 2:07:42,1446658601204867074,Artemis logout, udah 2 kali semuanya sinovac, udah 2 kali semuanya sinovac,"['udah', '2', 'kali', 'semuanya', 'sinovac']",[' udah 2 kali semuanya sinovac'],"['udah', '2', 'kali', 'semuanya', 'sinovac']"
2532,2021-10-09 2:06:29,1446658292667727878,agung wisnu,   keluarga sy kena kipi sinovac jadi lumpuh dan g bisa ngidupin keluarga lagi padahal beliau cuma kelas buruh tidakxe2x80xa6,   keluarga sy kena kipi sinovac jadi lumpuh dan g bisa ngidupin keluarga lagi padahal beliau cuma kelas buruh tidakxe2x80xa6,"['keluarga', 'sy', 'kena', 'kipi', 'sinovac', 'jadi', 'lumpuh', 'dan', 'g', 'bisa', 'ngidupin', 'keluarga', 'lagi', 'padahal', 'beliau', 'cuma', 'kelas', 'buruh', 'tidakxe2x80xa6']",['   keluarga sy kena kipi sinovac jadi lumpuh dan g bisa ngidupin keluarga lagi padahal beliau cuma kelas buruh tidakxe2x80xa6'],"['keluarga', 'sy', 'kena', 'kipi', 'sinovac', 'jadi', 'lumpuh', 'dan', 'g', 'bisa', 'ngidupin', 'keluarga', 'lagi', 'padahal', 'beliau', 'cuma', 'kelas', 'buruh', 'tidakxe2x80xa6']"
2533,2021-10-09 2:03:49,1446657622057254912,humas_polsekbawen,monggo sobat polri yang belum vaksin besok hari senin tanggal 11 oktober 2021 bisa merapat di puskesmas bawen ada kxe2x80xa6 ,monggo sobat polri yang belum vaksin besok hari senin tanggal 11 oktober 2021 bisa merapat di puskesmas bawen ada kxe2x80xa6 ,"['monggo', 'sobat', 'polri', 'yang', 'belum', 'vaksin', 'besok', 'hari', 'senin', 'tanggal', '11', 'oktober', '2021', 'bisa', 'merapat', 'di', 'puskesmas', 'bawen', 'ada', 'kxe2x80xa6']",['monggo sobat polri yang belum vaksin besok hari senin tanggal 11 oktober 2021 bisa merapat di puskesmas bawen ada kxe2x80xa6'],"['monggo', 'sobat', 'polri', 'yang', 'belum', 'vaksin', 'besok', 'hari', 'senin', 'tanggal', '11', 'oktober', '2021', 'bisa', 'merapat', 'di', 'puskesmas', 'bawen', 'ada', 'kxe2x80xa6']"
2534,2021-10-09 2:02:21,1446657252920725508,alaricsean,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']",['  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang'],"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']"
2535,2021-10-09 2:02:19,1446657246079819778,jena`, tergantung jenis vaksin sama kekebalan tubuh masing2 sih gw peama kedua pake sinovac efek sampingnya cuma pegel doang, tergantung jenis vaksin sama kekebalan tubuh masing2 sih gw peama kedua pake sinovac efek sampingnya cuma pegel doang,"['tergantung', 'jenis', 'vaksin', 'sama', 'kekebalan', 'tubuh', 'masing2', 'sih', 'gw', 'peama', 'kedua', 'pake', 'sinovac', 'efek', 'sampingnya', 'cuma', 'pegel', 'doang']",[' tergantung jenis vaksin sama kekebalan tubuh masing2 sih gw peama kedua pake sinovac efek sampingnya cuma pegel doang'],"['tergantung', 'jenis', 'vaksin', 'sama', 'kekebalan', 'tubuh', 'masing2', 'sih', 'gw', 'peama', 'kedua', 'pake', 'sinovac', 'efek', 'sampingnya', 'cuma', 'pegel', 'doang']"
2536,2021-10-09 1:59:26,1446656519047729153,Magelang Fair,inimagelangku   jadwal amp daftar pesea vaksin sinovac di polres magelang hari ini ,inimagelangku   jadwal amp daftar pesea vaksin sinovac di polres magelang hari ini ,"['inimagelangku', 'jadwal', 'amp', 'daftar', 'pesea', 'vaksin', 'sinovac', 'di', 'polres', 'magelang', 'hari', 'ini']",['inimagelangku   jadwal amp daftar pesea vaksin sinovac di polres magelang hari ini'],"['inimagelangku', 'jadwal', 'amp', 'daftar', 'pesea', 'vaksin', 'sinovac', 'di', 'polres', 'magelang', 'hari', 'ini']"
2537,2021-10-09 1:59:09,1446656448872607744,ًdhifa, kedua di bandung dong kalo bisa sinovac makasih, kedua di bandung dong kalo bisa sinovac makasih,"['kedua', 'di', 'bandung', 'dong', 'kalo', 'bisa', 'sinovac', 'makasih']",[' kedua di bandung dong kalo bisa sinovac makasih'],"['kedua', 'di', 'bandung', 'dong', 'kalo', 'bisa', 'sinovac', 'makasih']"
2538,2021-10-09 1:57:21,1446655996298891268,yoka ^_−☆, coba ke kecamatan kircon kebeneran tanggal 13 sama 18 ada vaksin juga vaksinnya sinovac sama astra, coba ke kecamatan kircon kebeneran tanggal 13 sama 18 ada vaksin juga vaksinnya sinovac sama astra,"['coba', 'ke', 'kecamatan', 'kircon', 'kebeneran', 'tanggal', '13', 'sama', '18', 'ada', 'vaksin', 'juga', 'vaksinnya', 'sinovac', 'sama', 'astra']",[' coba ke kecamatan kircon kebeneran tanggal 13 sama 18 ada vaksin juga vaksinnya sinovac sama astra'],"['coba', 'ke', 'kecamatan', 'kircon', 'kebeneran', 'tanggal', '13', 'sama', '18', 'ada', 'vaksin', 'juga', 'vaksinnya', 'sinovac', 'sama', 'astra']"
2539,2021-10-09 1:56:54,1446655883698585602,Ulfah Syafitri, iya dr awal udah kontroversi masalah sinovac lumayan bagi2 proyek buat cina kan xe2x80x99, iya dr awal udah kontroversi masalah sinovac lumayan bagi2 proyek buat cina kan xe2x80x99,"['iya', 'dr', 'awal', 'udah', 'kontroversi', 'masalah', 'sinovac', 'lumayan', 'bagi2', 'proyek', 'buat', 'cina', 'kan', 'xe2x80x99']",[' iya dr awal udah kontroversi masalah sinovac lumayan bagi2 proyek buat cina kan xe2x80x99'],"['iya', 'dr', 'awal', 'udah', 'kontroversi', 'masalah', 'sinovac', 'lumayan', 'bagi2', 'proyek', 'buat', 'cina', 'kan', 'xe2x80x99']"
2540,2021-10-09 1:56:45,1446655844746076166,ai' .. 🦄, sesuai jenis vaksin nya sih kalo kamu pake sinovac ga ada efek samping nya kalo aku pake astra ada demam sama nyeri ditangan, sesuai jenis vaksin nya sih kalo kamu pake sinovac ga ada efek samping nya kalo aku pake astra ada demam sama nyeri ditangan,"['sesuai', 'jenis', 'vaksin', 'nya', 'sih', 'kalo', 'kamu', 'pake', 'sinovac', 'ga', 'ada', 'efek', 'samping', 'nya', 'kalo', 'aku', 'pake', 'astra', 'ada', 'demam', 'sama', 'nyeri', 'ditangan']",[' sesuai jenis vaksin nya sih kalo kamu pake sinovac ga ada efek samping nya kalo aku pake astra ada demam sama nyeri ditangan'],"['sesuai', 'jenis', 'vaksin', 'nya', 'sih', 'kalo', 'kamu', 'pake', 'sinovac', 'ga', 'ada', 'efek', 'samping', 'nya', 'kalo', 'aku', 'pake', 'astra', 'ada', 'demam', 'sama', 'nyeri', 'ditangan']"
2541,2021-10-09 1:55:38,1446655563790569473,Sawamura_Tenya || Nabila, udah sinovac, udah sinovac,"['udah', 'sinovac']",[' udah sinovac'],"['udah', 'sinovac']"
2542,2021-10-09 1:54:58,1446655396349767681,FK Elisabeth,  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6,  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6,"['vaksinasi', 'ke2', 'sinovac', 'u', 'warga', 'marginal', 'transgender', 'pekerja', 'seks', 'anak', 'jalanan', 'warga', 'kali', 'code', 'dll', 'di', 'htxe2x80xa6']",['  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6'],"['vaksinasi', 'ke2', 'sinovac', 'u', 'warga', 'marginal', 'transgender', 'pekerja', 'seks', 'anak', 'jalanan', 'warga', 'kali', 'code', 'dll', 'di', 'htxe2x80xa6']"
2543,2021-10-09 1:54:27,1446655263872667654,Jri., sudaaah btw ini yg kedua jaraknya berapa hari yaa kalo sinovac, sudaaah btw ini yg kedua jaraknya berapa hari yaa kalo sinovac,"['sudaaah', 'btw', 'ini', 'yg', 'kedua', 'jaraknya', 'berapa', 'hari', 'yaa', 'kalo', 'sinovac']",[' sudaaah btw ini yg kedua jaraknya berapa hari yaa kalo sinovac'],"['sudaaah', 'btw', 'ini', 'yg', 'kedua', 'jaraknya', 'berapa', 'hari', 'yaa', 'kalo', 'sinovac']"
2544,2021-10-09 1:54:16,1446655218125402112,simp for bigna, tergantung orangnya sih nder kalo aku kemaren cuma nyeri di bagian bekas suntikan nya tapi aku vaksin pfizer bukan sinovac, tergantung orangnya sih nder kalo aku kemaren cuma nyeri di bagian bekas suntikan nya tapi aku vaksin pfizer bukan sinovac,"['tergantung', 'orangnya', 'sih', 'nder', 'kalo', 'aku', 'kemaren', 'cuma', 'nyeri', 'di', 'bagian', 'bekas', 'suntikan', 'nya', 'tapi', 'aku', 'vaksin', 'pfizer', 'bukan', 'sinovac']",[' tergantung orangnya sih nder kalo aku kemaren cuma nyeri di bagian bekas suntikan nya tapi aku vaksin pfizer bukan sinovac'],"['tergantung', 'orangnya', 'sih', 'nder', 'kalo', 'aku', 'kemaren', 'cuma', 'nyeri', 'di', 'bagian', 'bekas', 'suntikan', 'nya', 'tapi', 'aku', 'vaksin', 'pfizer', 'bukan', 'sinovac']"
2545,2021-10-09 1:54:07,1446655180070477825,Thoms,  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6,  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6,"['vaksinasi', 'ke2', 'sinovac', 'u', 'warga', 'marginal', 'transgender', 'pekerja', 'seks', 'anak', 'jalanan', 'warga', 'kali', 'code', 'dll', 'di', 'htxe2x80xa6']",['  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6'],"['vaksinasi', 'ke2', 'sinovac', 'u', 'warga', 'marginal', 'transgender', 'pekerja', 'seks', 'anak', 'jalanan', 'warga', 'kali', 'code', 'dll', 'di', 'htxe2x80xa6']"
2546,2021-10-09 1:54:03,1446655165277245447,PRMNBogor,info vaksinasi covid19 bogor sinovac dan pfizer di bogor hari ini sabtu 9 oktober 2021 ,info vaksinasi covid19 bogor sinovac dan pfizer di bogor hari ini sabtu 9 oktober 2021 ,"['info', 'vaksinasi', 'covid19', 'bogor', 'sinovac', 'dan', 'pfizer', 'di', 'bogor', 'hari', 'ini', 'sabtu', '9', 'oktober', '2021']",['info vaksinasi covid19 bogor sinovac dan pfizer di bogor hari ini sabtu 9 oktober 2021'],"['info', 'vaksinasi', 'covid19', 'bogor', 'sinovac', 'dan', 'pfizer', 'di', 'bogor', 'hari', 'ini', 'sabtu', '9', 'oktober', '2021']"
2547,2021-10-09 1:53:03,1446654911257583616,Jri., sama ciiii aku juga vaksin sinovac di kamu ada efek sampingnya gaa, sama ciiii aku juga vaksin sinovac di kamu ada efek sampingnya gaa,"['sama', 'ciiii', 'aku', 'juga', 'vaksin', 'sinovac', 'di', 'kamu', 'ada', 'efek', 'sampingnya', 'gaa']",[' sama ciiii aku juga vaksin sinovac di kamu ada efek sampingnya gaa'],"['sama', 'ciiii', 'aku', 'juga', 'vaksin', 'sinovac', 'di', 'kamu', 'ada', 'efek', 'sampingnya', 'gaa']"
2548,2021-10-09 1:52:54,1446654877212430339,dreya, udah nih tapi sinovac, udah nih tapi sinovac,"['udah', 'nih', 'tapi', 'sinovac']",[' udah nih tapi sinovac'],"['udah', 'nih', 'tapi', 'sinovac']"
2549,2021-10-09 1:52:26,1446654756403904513,Saci., udah vaksin sinovac, udah vaksin sinovac,"['udah', 'vaksin', 'sinovac']",[' udah vaksin sinovac'],"['udah', 'vaksin', 'sinovac']"
2550,2021-10-09 1:51:37,1446654551444967424,Jri., kalo sinovac vaksin keduanya jarak berapa hari, kalo sinovac vaksin keduanya jarak berapa hari,"['kalo', 'sinovac', 'vaksin', 'keduanya', 'jarak', 'berapa', 'hari']",[' kalo sinovac vaksin keduanya jarak berapa hari'],"['kalo', 'sinovac', 'vaksin', 'keduanya', 'jarak', 'berapa', 'hari']"
2551,2021-10-09 1:51:24,1446654496986206208,fifi 🇮🇩♐, tergantung vaksinnya nder kalo sinovac so far gak ada efek apapun kalo astra katanya ada beberapa yangxe2x80xa6 , tergantung vaksinnya nder kalo sinovac so far gak ada efek apapun kalo astra katanya ada beberapa yangxe2x80xa6 ,"['tergantung', 'vaksinnya', 'nder', 'kalo', 'sinovac', 'so', 'far', 'gak', 'ada', 'efek', 'apapun', 'kalo', 'astra', 'katanya', 'ada', 'beberapa', 'yangxe2x80xa6']",[' tergantung vaksinnya nder kalo sinovac so far gak ada efek apapun kalo astra katanya ada beberapa yangxe2x80xa6'],"['tergantung', 'vaksinnya', 'nder', 'kalo', 'sinovac', 'so', 'far', 'gak', 'ada', 'efek', 'apapun', 'kalo', 'astra', 'katanya', 'ada', 'beberapa', 'yangxe2x80xa6']"
2552,2021-10-09 1:50:38,1446654304715096071,ly | k/ia, udahh sinovac, udahh sinovac,"['udahh', 'sinovac']",[' udahh sinovac'],"['udahh', 'sinovac']"
2553,2021-10-09 1:49:54,1446654119456825347,ayaaase,   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6,   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6,"['monggo', 'yg', 'butuh', 'vaksinasi', 'sinovac', 'd1', 'amp', 'd2', 'kuota', 'total', '3000', 'daftar', 'dulu', 'yaa', 'di', 'link', 'yg', 'teera', 'salam', 'sehat', 'httxe2x80xa6']",['   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6'],"['monggo', 'yg', 'butuh', 'vaksinasi', 'sinovac', 'd1', 'amp', 'd2', 'kuota', 'total', '3000', 'daftar', 'dulu', 'yaa', 'di', 'link', 'yg', 'teera', 'salam', 'sehat', 'httxe2x80xa6']"
2554,2021-10-09 1:48:07,1446653670112706561,aneira, udaahh sinovac, udaahh sinovac,"['udaahh', 'sinovac']",[' udaahh sinovac'],"['udaahh', 'sinovac']"
2555,2021-10-09 1:47:45,1446653578903363585,yurio., udah sinovac, udah sinovac,"['udah', 'sinovac']",[' udah sinovac'],"['udah', 'sinovac']"
2556,2021-10-09 1:47:34,1446653532644384768,mounty_ak iki sopo,   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6,   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6,"['monggo', 'yg', 'butuh', 'vaksinasi', 'sinovac', 'd1', 'amp', 'd2', 'kuota', 'total', '3000', 'daftar', 'dulu', 'yaa', 'di', 'link', 'yg', 'teera', 'salam', 'sehat', 'httxe2x80xa6']",['   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6'],"['monggo', 'yg', 'butuh', 'vaksinasi', 'sinovac', 'd1', 'amp', 'd2', 'kuota', 'total', '3000', 'daftar', 'dulu', 'yaa', 'di', 'link', 'yg', 'teera', 'salam', 'sehat', 'httxe2x80xa6']"
2557,2021-10-09 1:47:09,1446653430278201344,ann, sudah nichh dapetnya sinovac, sudah nichh dapetnya sinovac,"['sudah', 'nichh', 'dapetnya', 'sinovac']",[' sudah nichh dapetnya sinovac'],"['sudah', 'nichh', 'dapetnya', 'sinovac']"
2558,2021-10-09 1:45:16,1446652952450453505,Voting Super Junior 💙,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']",['  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang'],"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']"
2559,2021-10-09 1:43:58,1446652627257679879,Nehemiaf,  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6,  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6,"['vaksinasi', 'ke2', 'sinovac', 'u', 'warga', 'marginal', 'transgender', 'pekerja', 'seks', 'anak', 'jalanan', 'warga', 'kali', 'code', 'dll', 'di', 'htxe2x80xa6']",['  vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll di  htxe2x80xa6'],"['vaksinasi', 'ke2', 'sinovac', 'u', 'warga', 'marginal', 'transgender', 'pekerja', 'seks', 'anak', 'jalanan', 'warga', 'kali', 'code', 'dll', 'di', 'htxe2x80xa6']"
2560,2021-10-09 1:43:18,1446652459527507971,OPEN DM - SUB BASE,say kalo dosis 1 sinovac dosis 2 nya harus sinovac lgi ya,say kalo dosis 1 sinovac dosis 2 nya harus sinovac lgi ya,"['say', 'kalo', 'dosis', '1', 'sinovac', 'dosis', '2', 'nya', 'harus', 'sinovac', 'lgi', 'ya']",['say kalo dosis 1 sinovac dosis 2 nya harus sinovac lgi ya'],"['say', 'kalo', 'dosis', '1', 'sinovac', 'dosis', '2', 'nya', 'harus', 'sinovac', 'lgi', 'ya']"
2561,2021-10-09 1:42:54,1446652358012723203,Budhi Hermanto,vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll dixe2x80xa6 ,vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll dixe2x80xa6 ,"['vaksinasi', 'ke2', 'sinovac', 'u', 'warga', 'marginal', 'transgender', 'pekerja', 'seks', 'anak', 'jalanan', 'warga', 'kali', 'code', 'dll', 'dixe2x80xa6']",['vaksinasi ke2 sinovac u warga marginal transgender pekerja seks anak jalanan warga kali code dll dixe2x80xa6'],"['vaksinasi', 'ke2', 'sinovac', 'u', 'warga', 'marginal', 'transgender', 'pekerja', 'seks', 'anak', 'jalanan', 'warga', 'kali', 'code', 'dll', 'dixe2x80xa6']"
2562,2021-10-09 1:39:19,1446651458376454147,Hyun °,vaksin hueeeeeee   ga jadi astra jadinya sinovac  ,vaksin hueeeeeee   ga jadi astra jadinya sinovac  ,"['vaksin', 'hueeeeeee', 'ga', 'jadi', 'astra', 'jadinya', 'sinovac']",['vaksin hueeeeeee   ga jadi astra jadinya sinovac'],"['vaksin', 'hueeeeeee', 'ga', 'jadi', 'astra', 'jadinya', 'sinovac']"
2563,2021-10-09 1:38:02,1446651133024374788,Radio Suara Surabaya,   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6,   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6,"['monggo', 'yg', 'butuh', 'vaksinasi', 'sinovac', 'd1', 'amp', 'd2', 'kuota', 'total', '3000', 'daftar', 'dulu', 'yaa', 'di', 'link', 'yg', 'teera', 'salam', 'sehat', 'httxe2x80xa6']",['   monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehat  httxe2x80xa6'],"['monggo', 'yg', 'butuh', 'vaksinasi', 'sinovac', 'd1', 'amp', 'd2', 'kuota', 'total', '3000', 'daftar', 'dulu', 'yaa', 'di', 'link', 'yg', 'teera', 'salam', 'sehat', 'httxe2x80xa6']"
2564,2021-10-09 1:37:39,1446651038035939330,Fredy Anton, monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehaxe2x80xa6 , monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehaxe2x80xa6 ,"['monggo', 'yg', 'butuh', 'vaksinasi', 'sinovac', 'd1', 'amp', 'd2', 'kuota', 'total', '3000', 'daftar', 'dulu', 'yaa', 'di', 'link', 'yg', 'teera', 'salam', 'sehaxe2x80xa6']",[' monggo yg butuh vaksinasi sinovac d1 amp d2 kuota total 3000 daftar dulu yaa di link yg teera salam sehaxe2x80xa6'],"['monggo', 'yg', 'butuh', 'vaksinasi', 'sinovac', 'd1', 'amp', 'd2', 'kuota', 'total', '3000', 'daftar', 'dulu', 'yaa', 'di', 'link', 'yg', 'teera', 'salam', 'sehaxe2x80xa6']"
2565,2021-10-09 1:36:48,1446650821677039618,PKS Kabupaten Bekasi,vaksinasi dosis kedua sinovac di kantor dpd pks kabupaten bekasi hasil kerjasama dengan xe2x80xa6 ,vaksinasi dosis kedua sinovac di kantor dpd pks kabupaten bekasi hasil kerjasama dengan xe2x80xa6 ,"['vaksinasi', 'dosis', 'kedua', 'sinovac', 'di', 'kantor', 'dpd', 'pks', 'kabupaten', 'bekasi', 'hasil', 'kerjasama', 'dengan', 'xe2x80xa6']",['vaksinasi dosis kedua sinovac di kantor dpd pks kabupaten bekasi hasil kerjasama dengan xe2x80xa6'],"['vaksinasi', 'dosis', 'kedua', 'sinovac', 'di', 'kantor', 'dpd', 'pks', 'kabupaten', 'bekasi', 'hasil', 'kerjasama', 'dengan', 'xe2x80xa6']"
2566,2021-10-09 1:36:02,1446650629372317700,izzahbahrin 🕊,  kawan aku si eno positif covidxe2x80xa6 dah complete second dose sinovac almost a month symptoms dia sehari je demam sakit tekakxe2x80xa6,  kawan aku si eno positif covidxe2x80xa6 dah complete second dose sinovac almost a month symptoms dia sehari je demam sakit tekakxe2x80xa6,"['kawan', 'aku', 'si', 'eno', 'positif', 'covidxe2x80xa6', 'dah', 'complete', 'second', 'dose', 'sinovac', 'almost', 'a', 'month', 'symptoms', 'dia', 'sehari', 'je', 'demam', 'sakit', 'tekakxe2x80xa6']",['  kawan aku si eno positif covidxe2x80xa6 dah complete second dose sinovac almost a month symptoms dia sehari je demam sakit tekakxe2x80xa6'],"['kawan', 'aku', 'si', 'eno', 'positif', 'covidxe2x80xa6', 'dah', 'complete', 'second', 'dose', 'sinovac', 'almost', 'a', 'month', 'symptom', 'dia', 'sehari', 'je', 'demam', 'sakit', 'tekakxe2x80xa6']"
2567,2021-10-09 1:35:11,1446650415089549314,~ddohae~DnE comeback soon💙💙,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']",['  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang'],"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']"
2568,2021-10-09 1:32:07,1446649646193905667,Rawon 🏞,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']",['  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang'],"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']"
2569,2021-10-09 1:32:00,1446649617483898880,just ci,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']",['  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang'],"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']"
2570,2021-10-09 1:26:35,1446648252393156610,🌼YeChul 🐢🐢🐢,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang ,"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']",['  super junior 16th debut anniversary b16 inspiration  vaksin massal   sabtu 16 oktober 2021 xe2x8fxb0 8 sampai 12 siang'],"['super', 'junior', '16th', 'debut', 'anniversary', 'b16', 'inspiration', 'vaksin', 'massal', 'sabtu', '16', 'oktober', '2021', 'xe2x8fxb0', '8', 'sampai', '12', 'siang']"
2571,2021-10-09 1:22:45,1446647285845159938,elrose🌷, aku sinovac b aja tuhmalah katanya yg moderna efeknya lebih parah, aku sinovac b aja tuhmalah katanya yg moderna efeknya lebih parah,"['aku', 'sinovac', 'b', 'aja', 'tuhmalah', 'katanya', 'yg', 'moderna', 'efeknya', 'lebih', 'parah']",[' aku sinovac b aja tuhmalah katanya yg moderna efeknya lebih parah'],"['aku', 'sinovac', 'b', 'aja', 'tuhmalah', 'katanya', 'yg', 'moderna', 'efeknya', 'lebih', 'parah']"
